Request,Batch # or Lot #,Recipe / Alternate / Version
AP Aerosol Fragrance and Can Tests,,
"COA,Viscosity,pH_JM",,
Deo Aero W/L Big X - 125 Cans,,
Deo Aerosol (Deo) Fragrance Stability,,
Deo Cream Stability,,
Deo Cream/Lotion (AP) Hedonics,,
Deo Cream/Lotion (AP) Hedonics w Control,,
Deo Cream/Lotion (Deo) Hedonics,,
Deo Cream/Lotion (Deo) Hedonics +Control,,
Deo Cream/Lotion Hedonics,,
Deo Cream/Lotion Hedonics with Control,,
Deo EU Stability,,
Deo EU Stability (AP),,
Deo EU Stability (Deo),,
Deo Glass Aerosol Testing,,
Deo LatAm Accelerated Aerosol Stability,,
Deo LatAm Aero Stability - Gas,,
Deo LatAm Aerosol Stability,,
Deo Roll-On (AP) Stability,,
Deo Roll-On (Deo) Stability,,
Deo Roll-On Stability,,
Deo Stick (AP) Stability,,
Deo Stick (Deo) Stability,,
Deo Stick (OES) Stability,,
Deo Stick Stability,,
Group Requests (Stability HRC),,
Grouping Requests,,
R-20191031-00051,JE17040-036,200000229850/001/002
R-20191031-00052,JE17040-036,200000229850/001/002
R-20191031-00053,JE17040-036,200000229850/001/002
R-20191031-00054,JE17040-037,200000229850/001/002
R-20191031-00055,10179CA01,200000223474/002/000
R-20191031-00056,JE17040-037,200000229850/001/002
R-20191031-00057,je17040-037,200000229850/001/002
R-20191101-00001,MXL8,200000235200/000/00
R-20191101-00002,ST09,200000235200/000/00
R-20191101-00004,FR02,200000235200/000/00
R-20191101-00005,ICH03,200000235200/000/00
R-20191101-00006,GI01,200000235200/000/00
R-20191101-00009,200000232776/011/000,200000232776/011/000
R-20191101-00012,JE17040-035,200000229850/001/002
R-20191101-00013,JE17040-036,200000229850/001/002
R-20191101-00014,JE17040-037,200000229850/001/002
R-20191101-00017,EXP-19-AW8316,na
R-20191101-00019,EXP-19-AW8317,300000060118/005/001
R-20191101-00022,BD19-1104-A,200000222016/004/001
R-20191101-00023,BD19-1104-B,200000225756/002/001
R-20191101-00024,BD19-1104-C,200000223507/007/000
R-20191101-00028,N/a,200000237536/000/000
R-20191101-00029,KM15994-169,KM15994-169
R-20191101-00032,N/a,200000237537/000/000
R-20191101-00033,EXP-19-AP7538,Not in PLM
R-20191101-00034,EXP-19-AP7539,Not in PLM
R-20191104-00002,S75D,NA
R-20191104-00003,C50T,na
R-20191104-00004,Nala TTT RM,200000213246/002/000
R-20191104-00005,PAckaging material,200000215686/002/000
R-20191104-00006,Nala TTT SM,200000213247/002/000
R-20191104-00008,Nala Shampoo SM,200000215864/002/003
R-20191104-00009,Nala Shampoo RM,200000213185/002/004
R-20191104-00010,F-191004-00007,200000217769/000/000
R-20191104-00011,F-191010-00002,200000217769/000/000
R-20191104-00012,F-191016-00002,200000217769/000/000
R-20191104-00013,F-191022-00004,200000217769/000/000
R-20191104-00016,MK17059-71,N/A
R-20191104-00017,MK17059-70,N/A
R-20191104-00018,10289JU35,2E+11
R-20191104-00020,EXP-19-BA5160,000000000000/000/000
R-20191104-00021,DH17087-011,N/A
R-20191104-00022,DH17087-010,N/A
R-20191104-00023,DH17087-012,N/A
R-20191104-00025,DA17025-077,N/A
R-20191104-00027,EXP-19-AW8318,na
R-20191104-00028,EXP-19-AW8319,na
R-20191104-00029,EXP-19-AW8320,na
R-20191104-00030,EXP-19-AW8321,na
R-20191105-00001,OBW 26,200000235095/001/000
R-20191105-00012,5,001/001
R-20191105-00014,EXP-19-AW3248,200000236493/001/000
R-20191105-00019,MY 17068-94,NA
R-20191105-00020,MY 18069-93,NA
R-20191105-00021,MY 17068-97,NA
R-20191105-00022,REX LHW Aloe,200000237447/000/000
R-20191105-00025,DC17026-71B-F,DC17026-71B-F
R-20191105-00026,DC17026-72B-D,DC17026-72B-D
R-20191105-00027,DC17026-72B-E,DC17026-72B-E
R-20191105-00028,DC17026-73,DC17026-73
R-20191105-00029,DC17026-74,DC17026-74
R-20191105-00032,BD19-1104-E,200000215077/001/000
R-20191105-00033,BD19-1104-F,200000215077/001/000
R-20191105-00034,MA17088-002,NA
R-20191105-00038,1026JU38,2E+11
R-20191105-00039,10239JU38,2E+11
R-20191105-00040,10239AN01,2E+11
R-20191106-00002,PCB12,200000238253/000/000
R-20191106-00003,Lilial Free Perfume,PCTFW-01/2019
R-20191106-00004,Control Perfume (with Lilial),PCTFW-02/2019
R-20191106-00005,Lilial Free Perfume,AMTFC-01/2019
R-20191106-00007,Control Perfume (with Lilial),AMTFC-02/2019
R-20191106-00009,38780-148,200000236470/000/000
R-20191106-00010,38780-148,200000236470/000/000
R-20191106-00011,38780-150,200000236433/000/000
R-20191106-00012,38780-150,200000236433/000/000
R-20191106-00014,38780-158,200000238017/000/000
R-20191106-00015,38780-154,200000237937/000/000
R-20191106-00018,38780,200000234762/002/000
R-20191106-00019,EXP-19-AY8893,200000236598/000/000
R-20191106-00020,BD19-1104-D,200000223576/004/000
R-20191106-00022,MY 17089-05A,NA
R-20191106-00023,MY 17089-05A,NA
R-20191106-00025,MY 17089-05B,NA
R-20191106-00026,concentrate producted - KIK: 15919-100,200000233540/000/000
R-20191106-00028,EXP-19-BB8413,200000233890/000/000
R-20191106-00029,JE17040-054,200000237411/003/000
R-20191106-00030,KP09261901,NA
R-20191106-00031,PILOT BATCH# 2,200000232257/000/000
R-20191106-00032,F-191017-00023,200000138094/002/000
R-20191106-00033,10319TJ95,2E+11
R-20191106-00035,1,200000233341/001/000
R-20191106-00038,10129TJ95,2E+11
R-20191106-00041,16815-178,000000000000/000/000
R-20191106-00042,EXP-19-AY3846,2E+11
R-20191106-00043,CRM466006HJ08,2E+11
R-20191106-00044,KP10251901,NA
R-20191106-00047,EZ16966-106,2E+11
R-20191106-00048,EXP-19-AW8322,na
R-20191106-00049,EXP-19-AW8323,na
R-20191106-00055,NT16996-083,NA
R-20191106-00056,NT16996-084,NA
R-20191107-00002,Lilial Free Perfume,NFSFW-01/2019
R-20191107-00003,Control Perfume (with Lilial),NFSFW-02/2019
R-20191107-00014,DH17087-015,N/A
R-20191107-00015,DH17087-013,N/A
R-20191107-00016,DH17087-017,N/A
R-20191107-00017,DH17087-018,N/A
R-20191107-00018,F-191107-00020,200000078224/011/003
R-20191107-00019,EXP-19-AY2985,200000230635/005/000
R-20191107-00020,DA-17025-078,N/A
R-20191107-00021,DA17025-074,N/A
R-20191107-00022,38780-160,200000232283/002/001
R-20191107-00023,MM17067-070,200000217550/000/000
R-20191107-00025,38780-160,200000232283/002/001
R-20191107-00027,DA-17025-080,200000236123/000/001
R-20191107-00028,38780-162,200000232309/001/001
R-20191107-00029,38780-162,200000232309/001/001
R-20191107-00030,MM17067-080,200000238229/000/000
R-20191107-00032,B23,200000238074/000/000
R-20191107-00035,11029JU36,200000227833/003/000
R-20191107-00036,EXP-19-AT6701-New,200000143859/008/000
R-20191108-00005,PI37,200000238254/000/000
R-20191108-00006,SH8,200000135801/010/000
R-20191108-00007,SH18,200000234481/000/000
R-20191108-00008,PCW37,200000238253/000/000
R-20191108-00009,SH19,200000234481/000/000
R-20191108-00010,SH17 TIM+0.3% Clariant v5,200000234481/000/000
R-20191108-00011,SH10 Tres MR SH+0.5% Clariant v2,200000135801/010/000
R-20191108-00012,SH20 Tres MR SH+0.3% Clariant v2,200000135801/010/000
R-20191108-00013,SH21 TIM SH+0.3% Clariant v2,200000234481/000/000
R-20191108-00014,SH7 TMR SH+0.5% Ni-Be-18-6LH,200000135801/010/000
R-20191108-00015,SH16,200000234481/000/000
R-20191108-00016,SH6 Tres MR SH+0.5% Ni-Be-18-8LH,200000135801/010/000
R-20191108-00017,SH15 TIM SH+0.5% Ni-Be-18-118-8LH,200000234481/000/000
R-20191108-00018,SH4 TMR+0.5% Ni-Be-18-118-71 ,200000135801/010/000
R-20191108-00019,SH14 TIM+0.5% Ni-Be-18-118-71,200000234481/000/000
R-20191108-00020,SH3 TMR+0.5% Euperlan 30LH,200000135801/010/000
R-20191108-00021,SH13 TIM+0.5% Euperlan 30LH,200000234481/000/000
R-20191108-00022,SH2 TMR+0.5% Euperlan 81LH,200000135801/010/000
R-20191108-00023,SH12 TIM+0.5% Euperlan 81LH,200000234481/000/000
R-20191108-00024,EXP-19-AT6701-Control,200000143859/008/000
R-20191108-00025,TBD,TBD
R-20191108-00026,EXP-19-AY2985,200000230635/005/000
R-20191108-00027,1,200000233345/001/000
R-20191108-00029,MA17088-003A,NA
R-20191108-00030,EXP-19-AV8844 CSK CD GRN 2,200000237815/002/000
R-20191108-00031,MA17088-003B,NA
R-20191108-00032,MA17088-003C,NA
R-20191108-00033,EXP-19-AV8845 CSK CD GRN,200000237815/003/000
R-20191108-00034,MA17088-004D,NA
R-20191108-00035,MA17088-004E,NA
R-20191108-00036,MA17088-004F,NA
R-20191108-00037,38780-162,200000232309/000/001
R-20191108-00045,N/A,200000237487/001/000
R-20191108-00046,N/A,200000237490/001/000
R-20191108-00047,N/A,200000237490/000/000
R-20191111-00020,Thailand Formulation,200000224845/001/000
R-20191111-00022,Thailand Formulation,200000224848/001/000
R-20191111-00023,Thailand Formulation,200000224849/001/000
R-20191111-00024,10239JU35,200000226418/005/000
R-20191111-00025,10239JU35,200000226419/004/000
R-20191111-00029,200000238453/000/000,200000238453/000/000
R-20191111-00030,200000238453/001/000,200000238453/001/000
R-20191111-00031,2000002353/002/000,2000002353/002/000
R-20191111-00032,200000238453/003/000,200000238453/003/000
R-20191111-00033,JE17040-062,200000237411/003/000
R-20191111-00034,JE17040-063,200000237411/005/000
R-20191111-00037,JH-19-09,200000237254/000/003
R-20191111-00038,JH-19-11 0.85HW+1%LB4 Ocean2,200000237254/000/002
R-20191111-00039,JH-19-09 0.85HW+1% LBV4 CIT/MIT,200000237254/000/003
R-20191111-00040,EXP-19-AY9447,N/A
R-20191111-00041,EXP-19-AY9448,N/A
R-20191111-00042,DA-17025-079,200000231873/000/001
R-20191111-00048,68143798,200000234316/003/000
R-20191112-00001,Carbopol 980 1.0 pH5,200000238453/004/000
R-20191112-00002,200000238453/005/000,200000238453/005/000
R-20191112-00003,200000238453/006/000,200000238453/006/000
R-20191112-00008,AXE SG Excite  - Creed,200000236795/000/004
R-20191112-00010,EXP-19-AZ5947,EXP-19-AZ5947
R-20191112-00011,MY 17089-06,NA
R-20191112-00012,200000238453/008/000,200000238453/008/000
R-20191112-00013,HS17069-100,Na
R-20191112-00014,HS17069-101,NA
R-20191112-00015,200000238453/012/000,200000238453/012/000
R-20191112-00016,HS-17069-102,NA
R-20191112-00017,DA-17025-073,200000225243/000/001
R-20191112-00018,200000238453/013/000,200000238453/013/000
R-20191112-00019,HS-17069-103,NA
R-20191112-00021,200000238453/014/000,200000238453/014/000
R-20191112-00022,MJY_17060-039,N/A
R-20191112-00029,10249CA03,200000222011/002/001
R-20191112-00030,EXP-19-AW8324,300000060118/005/001
R-20191112-00031,EXP-19-AW8325,na
R-20191112-00032,EXP-19-AW8326,na
R-20191112-00033,EXP-19-AW8327,na
R-20191113-00010,SC01,200000138249/003/000
R-20191113-00011,SC 23,200000232877/001/000
R-20191113-00012,L4C,200000232877/001/000
R-20191113-00015,SH16 TIM+0.5% Ni-Be-18-118-6LH,200000234481/000/000
R-20191113-00016,EXP-19-BA4655,000000000000/000/000
R-20191113-00017,EXP-19-BA4656,000000000000/000/000
R-20191113-00021,TE17072-7,TE17072-7
R-20191113-00022,EXP-19_AY2979,200000230635/005/000
R-20191113-00023,TE17072-4,TE17072-4
R-20191113-00024,TE17072-5,TE17072-5
R-20191113-00025,TE17072-6,TE17072-6
R-20191113-00026,TE17072-9,TE17072-9
R-20191113-00027,TE17072-10,TE17072-10
R-20191113-00028,TE17072-13,TE17072-13
R-20191113-00029,09249AX01,200000230541/001/000
R-20191113-00030,F-191031-00038,200000238074/000/000
R-20191113-00031,TE17072-8,TE17072-8
R-20191113-00032,TE17072-12,TE17072-12
R-20191113-00034,TE17072-14,TE17072-14
R-20191113-00035,TE17072-9,TE17072-9
R-20191113-00036,TE17072-13,TE17072-13
R-20191113-00037,WP 19,NA
R-20191113-00038,WP 20,NA
R-20191113-00039,WP 21,NA
R-20191113-00040,WP 9 Repeat,NA
R-20191113-00041,WP 10 Repeat,NA
R-20191113-00042,WP 11 Repeat,NA
R-20191113-00043,EXP-19-BB5834,200000238593/000/000
R-20191113-00044,EXP-19-BA4646,200000220669/001/000
R-20191113-00045,EXP-19-BA4647,200000220669/002/000
R-20191113-00046,EXP-19-BA4648,200000220669/003/000
R-20191113-00047,EXP-19-BA4649,200000220669/004/000
R-20191114-00002,200000238453/015/000,200000238453/015/000
R-20191114-00003,200000238453/016/000,200000238453/016/000
R-20191114-00004,200000238453/017/000,200000238453/017/000
R-20191114-00005,20000023853/018/000,20000023853/018/000
R-20191114-00006,F-191114-00007,200000078224/011/003
R-20191114-00007,1,200000233345/001/000
R-20191114-00010,25% PCR ,F-191108-00009
R-20191114-00013,Byd 1st Production,200000226454/001/000
R-20191114-00021,11079JB01,2E+11
R-20191114-00023,10149TJ95,2E+11
R-20191114-00025,11039JU36,2E+11
R-20191114-00029,11049JU36,2E+11
R-20191114-00030,08069ZP03,200000121425/003/000
R-20191114-00032,11079JU38,2E+11
R-20191114-00035,10289AC05,2E+11
R-20191114-00036,10219KK01,2E+11
R-20191114-00038,10289AC05,2E+11
R-20191114-00039,EXP-19-AW0428 HB60FR+2% CO,200000234316/001/000
R-20191114-00040,HS-17092-104,NA
R-20191114-00041,HS-17092-006,NA
R-20191114-00043,38780-164,200000238198/000/000
R-20191114-00044,HS-17092-005,NA
R-20191114-00045,38780-166,200000237967/000/000
R-20191114-00046,11069AD01,2E+11
R-20191114-00047,200000238453/019/000,200000238453/019/000
R-20191114-00050,200000238453/021/000,200000238453/021/000
R-20191114-00051,200000238453/022/000,200000238453/022/000
R-20191114-00054,11069JB01/11079JB02-03,200000226601/002/000
R-20191114-00055,11109JU36,2E+11
R-20191114-00056,11089JU35,2E+11
R-20191114-00057,11089JU38,2E+11
R-20191114-00058,11079JB02,200000223072/008/000
R-20191114-00059,EXP-19-BA4666,200000220669/005/000
R-20191115-00008,50% PCR,F-191108-00009
R-20191115-00009,Existing Bottles,F-191108-00009
R-20191115-00013,3780-170,200000237970/000/001
R-20191115-00016,T530-2- F-191022-10,200000234539/002/001
R-20191115-00029,200000238453/023/000,200000238453/023/000
R-20191115-00031,200000238453/024/000,200000238453/024/000
R-20191115-00033,200000238453/025/000,200000238453/025/000
R-20191115-00035,200000238453/026/000,200000238453/026/000
R-20191115-00042,EXP-19-BA4667,200000220669/006/000
R-20191115-00043,EXP-19-BA4668,200000220669/007/000
R-20191115-00044,EXP-19-BA4669,200000220669/008/000
R-20191115-00047,testing,nk
R-20191115-00049,10149JU39,200000227781/001/000
R-20191115-00051,EXP-19-BA4670,200000220669/009/000
R-20191115-00052,EXP-19-BA4671,200000220669/010/000
R-20191115-00053,EXP-19-BA4672,200000220669/010/000
R-20191115-00054,EXP-19-BA4673,200000220669/012/000
R-20191118-00001,09049UR21,N/A
R-20191118-00002,09049UR21,N/A
R-20191118-00003,06229UR44,N/A
R-20191118-00004,06229UR44B,N/A
R-20191118-00005,09049UR22,N/A
R-20191118-00006,06229UR45,N/A
R-20191118-00007,H60F,200000238495/000/000
R-20191118-00008,L35D,200000238495/001/000
R-20191118-00009,A46J,200000238495/002/000
R-20191118-00010,V83Z,200000238495/003/000
R-20191118-00011,P49B,200000238495/004/000
R-20191118-00012,B57K,200000238495/005/000
R-20191118-00014,J48B,200000238494/000/000
R-20191118-00015,Test Low Risk Glass Jar Template - 18111,200000000000/000/000
R-20191118-00016,G39N,200000238494/001/000
R-20191118-00017,D16Z,200000238494/002/000
R-20191118-00019,H85G,200000238494/004/000
R-20191118-00023,Test Low Risk Real Packaging Template -,200000000000/000/000
R-20191118-00024,Test High Risk Glass Jar Template - 1811,200000000000/000/000
R-20191118-00032,1,200000233342/001/000
R-20191118-00034,EXP-19-AY1607,200000234405/000/003
R-20191118-00039,EXP-19-BA4662,N/A
R-20191118-00040,EXP-19-BA4661,N/A
R-20191118-00043,Lynx SG Africa+Marmite - Kimye,200000238410/000/000
R-20191118-00047,HS-17092-010,NA
R-20191118-00050,DC17026-97,DC17026-97
R-20191118-00051,11129JU43,2E+11
R-20191118-00052,11099JU39,2E+11
R-20191118-00053,MK17059-98,N/A
R-20191118-00054,MK17059-98,N/A
R-20191118-00055,MK17059-100,N/A
R-20191118-00057,EXP-19-AT9695,200000231820/001/001
R-20191118-00058,11039JU39,200000227926/003/000
R-20191119-00006,Lilial Free Perfume,NFSFC-01/2019
R-20191119-00007,Control Perfume (with Lilial),NFSFC-02/2019
R-20191119-00011,OBW 82,200000235094/001/000
R-20191119-00014,200000238453/027/000,200000238453/027/000
R-20191119-00016,200000238453/028/000,200000238453/028/000
R-20191119-00017,200000238453/029/000,200000238453/029/000
R-20191119-00019,11069JB01,200000226601/002/000
R-20191119-00029,EXP-19-AY4475,N/A
R-20191119-00033,MA17088-008,NA
R-20191119-00034,MA17028-082,NA
R-20191119-00035,MA17088-008,NA
R-20191119-00036,MV-15990-107,200000228570/000/000
R-20191119-00037,EXP-19-AV5711,200000234146/001/000
R-20191119-00038,EXP-19-AV5711,200000234147/001/000
R-20191119-00039,EXP-19-AZ5947,EXP-19-AZ5947
R-20191119-00042,KIDS 176 Orange Citrus,200000238377/000/000
R-20191119-00044,11079JB02,200000226601/002/000
R-20191119-00045,EXP-19-AZ3336,n/a
R-20191119-00046,11079JB03,200000226601/002/000
R-20191119-00047,F-190925-00022,200000234314/000/001
R-20191119-00048,11039JU38,200000225596/009/000
R-20191119-00049,MV-15990-108,200000228570/000/000
R-20191119-00050,JE17040-064-A,200000237411/005/000
R-20191119-00051,JE17040-064-B,200000237411/005/000
R-20191119-00052,JE17040-064-C,200000237411/005/000
R-20191119-00053,BD19-1104-G,200000225761/002/001
R-20191119-00054,BD19-1104-H,200000225758/002/000
R-20191119-00055,JE17040-065-A,200000237411/003/000
R-20191119-00056,JE17040-065-B,200000237411/003/000
R-20191119-00057,JE17040-065-C,200000237411/003/000
R-20191120-00005,HS41P,NA
R-20191120-00008,PP01,200000238163/000/000
R-20191120-00009,PP01,200000238163/000/000
R-20191120-00013,IP19,200000238255/000/000
R-20191120-00014,38780-172,200000237938/000/000
R-20191120-00023,F-100924-00024,200000236895/000/000
R-20191120-00025,1,200000234945/000/001
R-20191120-00026,Production Samples,2E+11
R-20191120-00029,HS-17092-015,NA
R-20191120-00030,DE16931-211,200000235738/000/000
R-20191120-00031,DE16931-210,200000235738/000/000
R-20191120-00032,DC17026-94,DC17026-94
R-20191120-00033,DE16931-208,200000235738/000/000
R-20191120-00034,DC17026-95,DC17026-95
R-20191120-00035,DC17026-96,DC17026-96
R-20191120-00036,DC17026-98,DC17026-98
R-20191120-00037,DC17026-99,DC17026-99
R-20191120-00038,DC17026-100,DC17026-100
R-20191120-00039,67967687,67967687
R-20191120-00040,67903080,67903080
R-20191120-00041,67900109,67900109
R-20191120-00042,67875760,67875760
R-20191120-00043,11149UR04,2E+11
R-20191120-00044,HS-17092-016,NA
R-20191121-00002,10149TS01,2E+11
R-20191121-00014,10169TJ95,2E+11
R-20191121-00015,EXP-19-AW0429,200000234318/004/000
R-20191121-00016,10109TJ95,2E+11
R-20191121-00017,10159AC01,2E+11
R-20191121-00018,10149AC01,2E+11
R-20191121-00020,11129KK01,2E+11
R-20191121-00021,11149CA01,2E+11
R-20191121-00022,KP111901,2E+11
R-20191121-00023,DH17087-042,N/A
R-20191121-00024,KP102801,2E+11
R-20191121-00025,DH17087-042,N/A
R-20191121-00027,KP10281901,2E+11
R-20191121-00028,DH17087-044,N/A
R-20191121-00029,DH17087-043,N/A
R-20191121-00030,DH17087-027,N/A
R-20191121-00031,KP10311901,2E+11
R-20191121-00032,DH17087-028,N/A
R-20191121-00033,NT10,Syndet BW
R-20191121-00034,AJ15,Soap Syndet BW
R-20191121-00036,DH17087-027,N/A
R-20191121-00037,DH17087-028,N/A
R-20191121-00038,LUX Seductive SCTR,200000219360/002/000
R-20191121-00041,11139JB01,2E+11
R-20191121-00042,EXP-19-AY3847,200000231611/001/001
R-20191121-00043,EXP-19-AY3848,200000231611/001/001
R-20191121-00044,MV-15990-109,n/a
R-20191121-00045,EXP-19-BC0610,n/a
R-20191121-00046,EXP19-BC0611,n/a
R-20191121-00047,MA17088-010A,NA
R-20191121-00048,MA17088-010B,NA
R-20191122-00001,25% PCR,Vetiver Y3 Bluebell
R-20191122-00002,25% PCR,Vetiver Y3 Bluebell
R-20191122-00003,25% PCR,Vetiver Y3 Sakura
R-20191122-00008,190905-00019,200000233219/000/007
R-20191122-00010,Mo to confirm,200000237702/000/000
R-20191122-00014,EXP-19-AY2184,N/A
R-20191122-00015,EXP-19-AY2185,N/A
R-20191122-00016,EXP-19-AY2186,N/A
R-20191122-00017,EXP-19-AY2187,N/A
R-20191122-00020,EXP-19-AY2189,N/A
R-20191122-00025,MY 17089-17,NA
R-20191122-00026,HS-17092-020,NA
R-20191122-00027,HS-17092-022,NA
R-20191122-00028,HS-17092-031A,NA
R-20191122-00029,HS-17092-018B,NA
R-20191122-00030,HS-17092-031C,NA
R-20191122-00031,HS-17092-032A,NA
R-20191122-00032,HS-17092-019B,NA
R-20191122-00033,HS-17092-032C,NA
R-20191125-00003,251119,200000000000/000/000
R-20191125-00006,Test Medium Risk Glass Jar Template - 25,200000000000/000/000
R-20191125-00007,Test Medium Risk Real PK Template - 2511,200000000000/000/000
R-20191125-00016,MJY_17060-040,N/A
R-20191125-00018,F-191115-00013,200000237938/001/000
R-20191125-00019,PCS201910021LPP,PCS201910021LPP
R-20191125-00020,EXP-18-AU3513D,2E+11
R-20191125-00021,MF 17073-20,n/a
R-20191126-00005,25% PCR,Vetiver Y3 Fressia
R-20191126-00006,25% PCR,Armani Aloe+Fressia
R-20191126-00008,LTI JOCIL CONTROL,LTI JOCIL CONTROL
R-20191126-00009,LTI - modulus base,LTI - modulus base
R-20191126-00011,1,200000098411/000/000
R-20191126-00012,1,200000127326/000/000
R-20191126-00013,1,200000129980/000/000
R-20191126-00014,2,200000098411/000/001
R-20191126-00015,2,200000127326/000/001
R-20191126-00016,2,200000129980/000/001
R-20191126-00017,2,200000098411/000/002
R-20191126-00018,3,200000127326/000/002
R-20191126-00019,3,200000129980/000/002
R-20191126-00020,F-191119-00029,N/A
R-20191126-00026,GP17085-12,2E+11
R-20191126-00042,11129CA01,200000230271/004/000
R-20191127-00001,25% PCR,Armani BW
R-20191127-00002,50% PCR,Armani BW: Soft Touc
R-20191127-00003,HDPE,Armani BW: Soft Touc
R-20191127-00004,25% PCR,Armani: velvet touch
R-20191127-00005,50% PCR,Armani BW: VelveTouc
R-20191127-00006,HDPE,Armani: Velvet touch
R-20191127-00007,25% PCR,Armani: Scarlet Blos
R-20191127-00008,50% PCR,Armani: Scarlet Blos
R-20191127-00009,HDPE,Armani: Scarlet Blos
R-20191127-00014,38780-178,200000238199/001/000
R-20191127-00015,3780-176,200000238200/001/000
R-20191128-00012,F-191115-00014,200000238609/012/001
R-20191128-00015,LUX Magic Spell SCTR,200000219359/002/000
R-20191128-00016,LUX Tempting Whisper SCTR,200000219363/002/000
R-20191128-00022,3780-180,200000238016/001/000
R-20191129-00001,6C4,Market Sample
R-20191129-00003,F-190704-00010,200000130153/000/000
R-20191129-00004,F-190704-00006,200000202993/000/000
R-20191129-00005,F-190704-00013,200000127107/000/000
R-20191129-00007,F-191119-00010,200000127109/000/000
R-20191129-00009,1/B18:11,Market Sample
R-20191129-00010,1/C03:12,Market Sample
R-20191129-00011,3,200000098411/000/003
R-20191129-00012,1/B18:11,Market Sample
R-20191129-00019,MT23,200000208947/004/004
R-20191129-00020,PCB12 - Extension,200000238253/000/000
R-20191129-00039,SG No Radox Blend,N/A
R-20191129-00040,SG 0.01% Radox Blend,N/A
R-20191129-00041,SG 0.1% Radox Blend,N/A
R-20191129-00042,EXP-19-AW0562,200000235683/006/000
R-20191129-00043,EXP-19-AW0562,200000235683/005/000
R-20191202-00026,TT01,200000138934/000/000
R-20191202-00028,MXL8,200000138934/000/000
R-20191202-00029,CR20,200000138914/000/000
R-20191202-00030,ST09,200000138914/000/000
R-20191202-00033,MA17088-011,NA
R-20191202-00034,MA17088-011,NA
R-20191202-00043,GP17085-14,2E+11
R-20191203-00003,RP51.ST9,Market Sample
R-20191203-00006,RP51.ST9,Market Sample
R-20191203-00007,25% PCR,Vetiver Y3 Pomegrana
R-20191203-00008,Lilial Free Perfume,ACFG-01/2019
R-20191203-00009,Control Perfume (with Lilial),ACFG-02/2019
R-20191203-00010,Lilial Free Perfume in 80g FW tube,ACFG-01/2019
R-20191203-00022,38780-184,200000237969/000/000
R-20191203-00023,38780-186,200000238015/001/000
R-20191203-00024,MF17073-23,MF17073-23
R-20191203-00027,2326C,Charcoal Deo
R-20191203-00030,2069C,Powder Fresh Deo
R-20191203-00031,EXP-19-AT9698,200000239169/000/000
R-20191203-00032,1819C,Fresh Citrus Deo
R-20191203-00033,2037C,Mountain Morning Deo
R-20191204-00017,50% PCR,Armani: Aloe+Fressia
R-20191204-00020,Lilial Free Perfume,Ayush Aloe Gel
R-20191204-00022,38780-190,200000232370/001/000
R-20191204-00027,EK15997-21,n/a
R-20191204-00028,11139UR04,2E+11
R-20191204-00030,EK15997-23,n/a
R-20191204-00037,11229JB01,2E+11
R-20191204-00040,11219JB01,2E+11
R-20191204-00042,N/a,300000213440/000/000
R-20191204-00043,16966-105,TBD
R-20191205-00006,F-191114-00022,200000218063/000/000
R-20191205-00007,25% PCR,Vetiver Y3 BOP
R-20191205-00008,F-191114-00022,200000218063/000/000
R-20191205-00011,F-191114-00022,200000218063/000/000
R-20191205-00012,F-191114-00023,200000218063/000/000
R-20191205-00013,F-191114-00023,200000218063/000/000
R-20191205-00020,EXP-19-AY9456,200000216320/002/000
R-20191205-00021,11119JB01,NA
R-20191205-00023,EXP-19-AY9456,200000223918/001/000
R-20191205-00025,11279CA01,200000230272/002/000
R-20191205-00028,N/a,200000140750/001/000
R-20191205-00032,JB 16815 001-P,200000089307/000/000
R-20191205-00033,HS-17092-035,NA
R-20191205-00034,JB 16815 001-P,200000089307/000/000
R-20191205-00035,EXP-19-AT9690,200000231817/001/000
R-20191206-00002,1,200000216477/038/000
R-20191206-00003,2,200000216477/038/000
R-20191206-00004,3,200000217768/010/000
R-20191206-00006,4,200000217768/010/000
R-20191206-00007,2,200000217768/010/000
R-20191206-00008,38780-182,200000238015/001/000
R-20191206-00011,1,200000098892/044/000
R-20191206-00012,2,200000098892/044/000
R-20191206-00013,2,200000130466/018/000
R-20191206-00014,2,200000130466/018/000
R-20191206-00023,TB17056-104,TB17056-104
R-20191206-00025,MV-15990-110,n/a
R-20191206-00032,KP12021901,2*89569
R-20191206-00034,KP10311901,2E+11
R-20191206-00035,KP10171901,NA
R-20191206-00036,11229TJ44,200000235527/003/001
R-20191209-00004,2,200000216287/008/000
R-20191209-00005,1,200000217099/005/000
R-20191209-00006,1,200000217099/005/000
R-20191209-00010,EXP-19-AZ3801_5,200000233219/002/000
R-20191209-00013,EXP-19-AZ3801_6,200000233219/001/000
R-20191209-00014,F-191120-00025,200000232370/002/000
R-20191209-00017,JH-19-65,200000210557/016/001
R-20191209-00019,188-38780,200000237938/000/000
R-20191209-00020,38780-190,190-38780
R-20191209-00022,38780-186,200000238015/001/000
R-20191209-00024,ABF2779U,200000226405/006/001
R-20191209-00025,MA17088-009A,NA
R-20191209-00027,MA17088-009C,NA
R-20191209-00030,EXP-19-AZ3588,2E+11
R-20191209-00033,ABF2779U,200000226405/006/001
R-20191209-00034,HS-17092-038,NA
R-20191209-00037,EXP-19-AT6702 Control,2E+11
